applicant_id,employed_6m,earnings_6m
JT000204,0,0
JT000205,0,0
JT000206,1,2803
JT000207,1,2871
JT000208,0,0
JT000209,1,2034
JT000210,1,3207
JT000211,0,0
JT000212,1,2671
JT000213,1,2888
JT000214,0,0
JT000215,1,3792
JT000216,1,2887
JT000217,0,0
JT000218,1,2755
JT000219,1,1877
JT000220,1,2698
JT000221,0,0
JT000222,1,3277
JT000223,1,2825
JT000224,0,0
JT000225,1,2536
JT000226,1,1823
JT000227,1,2100
JT000228,0,0
JT000229,0,0
JT000230,1,2406
JT000231,0,0
JT000232,1,2017
JT000233,0,0
JT000234,1,2640
JT000235,1,2883
JT000236,1,2585
JT000237,1,2265
JT000238,1,2513
JT000239,1,2359
JT000240,0,0
JT000241,0,0
JT000242,1,2411
JT000243,1,1530
JT000244,1,2828
JT000245,0,0
JT000246,1,2753
JT000247,0,0
JT000248,0,0
JT000249,1,1773
JT000250,1,2612
JT000251,0,0
JT000252,0,0
JT000253,1,2507
JT000254,0,0
JT000255,0,0
JT000256,1,2930
JT000257,1,2557
JT000258,1,2017
JT000259,1,2656
JT000260,1,2990
JT000261,0,0
JT000262,0,0
JT000263,0,0
JT000264,0,0
JT000265,0,0
JT000266,0,0
JT000267,0,0
JT000268,0,0
JT000269,1,1664
JT000270,1,2520
JT000271,0,0
JT000272,1,3156
JT000273,1,2058
JT000274,1,3149
JT000275,0,0
JT000276,1,2697
JT000277,0,0
JT000278,0,0
JT000279,0,0
JT000280,1,3026
JT000281,0,0
JT000282,1,3916
JT000283,1,2964
JT000284,1,3259
JT000285,1,1433
JT000286,0,0
JT000287,0,0
JT000288,0,0
JT000289,1,2831
JT000290,1,3070
JT000291,0,0
JT000292,0,0
JT000293,1,2635
JT000294,1,1523
JT000295,1,3040
JT000296,1,2876
JT000297,1,2401
JT000298,1,1859
JT000299,1,3531
JT000300,1,2294
JT000301,1,2465
JT000302,0,0
JT000303,1,3208
JT000304,1,3108
JT000305,0,0
JT000306,0,0
JT000307,0,0
JT000308,0,0
JT000309,1,2144
JT000310,1,1089
JT000311,0,0
JT000312,0,0
JT000313,0,0
JT000314,1,2437
JT000315,1,1683
JT000316,1,2663
JT000317,0,0
JT000318,1,3257
JT000319,1,2711
JT000320,1,2533
JT000321,0,0
JT000322,1,2895
JT000323,1,2272
JT000324,1,2603
JT000325,0,0
JT000326,0,0
JT000327,0,0
JT000328,0,0
JT000329,1,2113
JT000330,1,2170
JT000331,1,2594
JT000332,1,3108
JT000333,0,0
JT000334,1,2666
JT000335,1,2345
JT000336,1,2441
JT000337,1,3128
JT000338,1,3412
JT000339,1,2792
JT000340,1,3171
JT000341,1,2806
JT000342,1,2524
JT000343,0,0
JT000344,1,2491
JT000345,1,2883
JT000346,1,1477
JT000347,0,0
JT000348,1,1673
JT000349,1,3625
JT000350,0,0
JT000351,0,0
JT000352,1,2868
JT000353,1,2362
JT000354,0,0
JT000355,0,0
JT000356,1,3098
JT000357,1,3323
JT000358,0,0
JT000359,1,1964
JT000360,1,2899
JT000361,0,0
JT000362,1,1752
JT000363,1,2271
JT000364,0,0
JT000365,0,0
JT000366,0,0
JT000367,1,2410
JT000368,1,1848
JT000369,0,0
JT000370,0,0
JT000371,1,3143
JT000372,1,3270
JT000373,1,2221
JT000374,1,2722
JT000375,1,2490
JT000376,1,2403
JT000377,0,0
JT000378,0,0
JT000379,1,2564
JT000380,1,2119
JT000381,0,0
JT000382,1,3059
JT000383,1,3081
JT000384,1,2181
JT000385,1,2610
JT000386,1,2603
JT000387,1,1492
JT000388,1,2783
JT000389,0,0
JT000390,0,0
JT000391,1,1848
JT000392,1,3337
JT000393,1,2627
JT000394,1,1922
JT000395,0,0
JT000396,1,2751
JT000397,0,0
JT000398,1,2410
JT000399,1,2099
JT000400,0,0
JT000401,1,1915
JT000402,0,0
JT000403,0,0
JT000404,0,0
JT000405,1,2879
JT000406,0,0
JT000407,1,2332
JT000408,1,2125
JT000409,0,0
JT000410,0,0
JT000411,0,0
JT000412,1,1919
JT000413,1,2218
JT000414,0,0
JT000415,0,0
JT000416,1,3253
JT000417,0,0
JT000418,1,3410
JT000419,0,0
JT000420,1,1968
JT000421,1,3476
JT000422,1,2955
JT000423,1,3099
JT000424,0,0
JT000425,1,2731
JT000426,0,0
JT000427,1,2718
JT000428,0,0
JT000429,1,3377
JT000430,1,2381
JT000431,0,0
JT000432,0,0
JT000433,0,0
JT000434,0,0
JT000435,1,2346
JT000436,1,1909
JT000437,0,0
JT000438,1,3031
JT000439,1,2652
JT000440,1,2678
JT000441,0,0
JT000442,1,2171
JT000443,1,2756
JT000444,0,0
JT000445,0,0
JT000446,1,2976
JT000447,1,2500
JT000448,1,2923
JT000449,1,3015
JT000450,0,0
JT000451,1,2997
JT000452,1,2154
JT000453,0,0
JT000454,1,1731
JT000455,0,0
JT000456,1,1412
JT000457,0,0
JT000458,1,3837
JT000459,1,2076
JT000460,1,1984
JT000461,1,2863
JT000462,0,0
JT000463,1,2986
JT000464,0,0
JT000465,1,2446
JT000466,1,2145
JT000467,1,2983
JT000468,0,0
JT000469,0,0
JT000470,1,2171
JT000471,0,0
JT000472,0,0
JT000473,0,0
JT000474,1,2364
JT000475,1,2224
JT000476,1,3474
JT000477,0,0
JT000478,1,2950
JT000479,1,2765
JT000480,1,1840
JT000481,1,2391
JT000482,0,0
JT000483,1,2990
JT000484,1,3272
JT000485,1,1704
JT000486,1,2460
JT000487,0,0
JT000488,1,3031
JT000489,1,3087
JT000490,0,0
JT000491,1,3323
JT000492,1,3406
JT000493,0,0
JT000494,1,2267
JT000495,1,2302
JT000496,1,2763
JT000497,0,0
JT000498,0,0
JT000499,1,1343
JT000500,1,2310
JT000501,1,2430
JT000502,1,3410
JT000503,0,0
JT000504,1,1594
JT000505,1,1433
JT000506,0,0
JT000507,1,2486
JT000508,1,3159
JT000509,1,2020
JT000510,0,0
JT000511,1,2447
JT000512,0,0
JT000513,1,1765
JT000514,0,0
JT000515,1,2489
JT000516,1,1957
JT000517,1,2788
JT000518,1,1845
JT000519,1,3820
JT000520,1,2792
JT000521,0,0
JT000522,1,2757
JT000523,0,0
JT000524,1,2828
JT000525,1,1439
JT000526,0,0
JT000527,1,2521
JT000528,0,0
JT000529,0,0
JT000530,1,1812
JT000531,1,2671
JT000532,1,3081
JT000533,1,2748
JT000534,0,0
JT000535,0,0
JT000536,1,3880
JT000537,0,0
JT000538,1,2626
JT000539,1,3791
JT000540,0,0
JT000541,1,1744
JT000542,0,0
JT000543,1,2672
JT000544,0,0
JT000545,1,2188
JT000546,1,2114
JT000547,0,0
JT000548,1,3181
JT000549,1,3519
JT000550,0,0
JT000551,0,0
JT000552,0,0
JT000553,1,3099
JT000554,1,2251
JT000555,0,0
JT000556,0,0
JT000557,1,2582
JT000558,0,0
JT000559,0,0
JT000560,0,0
JT000561,0,0
JT000562,1,3160
JT000563,1,2191
JT000564,1,2963
JT000565,1,2199
JT000566,1,2892
JT000567,1,3408
JT000568,0,0
JT000569,1,2224
JT000570,1,2118
JT000571,1,1944
JT000572,0,0
JT000573,1,2466
JT000574,1,2376
JT000575,1,3653
JT000576,1,2503
JT000577,1,1870
JT000578,0,0
JT000579,1,3866
JT000580,0,0
JT000581,0,0
JT000582,1,2298
JT000583,0,0
JT000584,0,0
JT000585,1,3010
JT000586,1,3220
JT000587,1,3153
JT000588,0,0
JT000589,1,2855
JT000590,1,3145
JT000591,0,0
JT000592,0,0
JT000593,1,2538
JT000594,1,2901
JT000595,1,2393
JT000596,1,2456
JT000597,1,2938
JT000598,1,2063
JT000599,1,2373
JT000600,0,0
JT000601,1,3561
JT000602,1,2546
JT000603,0,0
JT000604,0,0
JT000605,1,2278
JT000606,1,1744
JT000607,0,0
JT000608,0,0
JT000609,1,2505
JT000610,1,2422
JT000611,1,3225
JT000612,1,2483
JT000613,1,3393
JT000614,0,0
JT000615,1,3706
JT000616,0,0
JT000617,1,2773
JT000618,1,2610
JT000619,1,3071
JT000620,1,3221
JT000621,1,2205
JT000622,1,3480
JT000623,1,2113
JT000624,1,2191
JT000625,1,3434
JT000626,1,3280
JT000627,1,4023
JT000628,1,2279
JT000629,1,3056
JT000630,1,2818
JT000631,1,2413
JT000632,1,2502
JT000633,0,0
JT000634,1,2472
JT000635,1,2491
JT000636,1,3155
JT000637,0,0
JT000638,0,0
JT000639,0,0
JT000640,1,2787
JT000641,1,2127
JT000642,0,0
JT000643,1,2613
JT000644,1,3270
JT000645,0,0
JT000646,1,1476
JT000647,0,0
JT000648,1,1166
JT000649,1,2461
JT000650,0,0
JT000651,0,0
JT000652,1,2856
JT000653,1,1757
JT000654,1,2291
JT000655,1,3104
JT000656,1,3245
JT000657,1,2432
JT000658,0,0
JT000659,1,2641
JT000660,1,3368
JT000661,0,0
JT000662,1,3362
JT000663,1,3171
JT000664,1,2826
JT000665,1,3391
JT000666,1,3435
JT000667,0,0
JT000668,1,2687
JT000669,1,2068
JT000670,1,2315
JT000671,1,3407
JT000672,1,3261
JT000673,0,0
JT000674,1,2164
JT000675,0,0
JT000676,1,2562
JT000677,0,0
JT000678,1,1578
JT000679,1,2651
JT000680,1,2303
JT000681,0,0
JT000682,1,2885
JT000683,0,0
JT000684,1,1838
JT000685,0,0
JT000686,0,0
JT000687,1,2309
JT000688,1,2402
JT000689,0,0
JT000690,0,0
JT000691,0,0
JT000692,1,3124
JT000693,1,3347
JT000694,1,2978
JT000695,1,1954
JT000696,1,2870
JT000697,1,2575
JT000698,1,2880
JT000699,1,2384
JT000700,0,0
JT000701,0,0
JT000702,0,0
JT000703,0,0
JT000704,1,2903
JT000705,0,0
JT000706,1,2484
JT000707,1,2383
JT000708,1,2379
JT000709,1,2476
JT000710,1,2189
JT000711,0,0
JT000712,0,0
JT000713,0,0
JT000714,0,0
JT000715,0,0
JT000716,1,3541
JT000717,1,2121
JT000718,0,0
JT000719,1,3814
JT000720,1,1523
JT000721,1,2834
JT000722,1,2408
JT000723,1,2630
JT000724,1,2432
JT000725,1,2668
JT000726,1,2938
JT000727,1,2775
JT000728,0,0
JT000729,1,1234
JT000730,1,2020
JT000731,1,2360
JT000732,1,1613
JT000733,0,0
JT000734,1,3104
JT000735,1,1253
JT000736,1,2944
JT000737,1,2952
JT000738,1,1808
JT000739,1,1968
JT000740,1,2795
JT000741,0,0
JT000742,0,0
JT000743,1,2178
JT000744,1,2632
JT000745,1,3280
JT000746,1,4000
JT000747,1,2443
JT000748,0,0
JT000749,1,2138
JT000750,1,2462
JT000751,1,2123
JT000752,0,0
JT000753,0,0
JT000754,1,2295
JT000755,1,3121
JT000756,1,3441
JT000757,1,2809
JT000758,1,2258
JT000759,0,0
JT000760,1,2830
JT000761,0,0
JT000762,1,3138
JT000763,0,0
JT000764,1,2836
JT000765,1,3000
JT000766,1,3117
JT000767,0,0
JT000768,1,1744
JT000769,1,2417
JT000770,0,0
JT000771,1,1453
JT000772,1,3024
JT000773,1,2894
JT000774,0,0
JT000775,1,2773
JT000776,0,0
JT000777,1,2512
JT000778,1,1617
JT000779,0,0
JT000780,0,0
JT000781,1,3016
JT000782,1,2999
JT000783,1,3146
JT000784,0,0
JT000785,1,3503
JT000786,0,0
JT000787,1,1544
JT000788,0,0
JT000789,0,0
JT000790,0,0
JT000791,0,0
JT000792,1,3513
JT000793,1,3160
JT000794,0,0
JT000795,1,2253
JT000796,1,2385
JT000797,1,3619
JT000798,1,2744
JT000799,0,0
JT000800,1,2480
JT000801,1,2213
JT000802,1,2956
JT000803,1,2735
JT000804,0,0
JT000805,1,2570
JT000806,1,3342
JT000807,1,3487
JT000808,1,3470
JT000809,1,2935
JT000810,1,2029
JT000811,1,3685
JT000812,1,3152
JT000813,1,2831
JT000814,1,3969
JT000815,0,0
JT000816,0,0
JT000817,1,2277
JT000818,1,1891
JT000819,1,3383
JT000820,1,1211
JT000821,0,0
JT000822,1,2279
JT000823,0,0
JT000824,1,3282
JT000825,1,2262
JT000826,1,3777
JT000827,1,2426
JT000828,0,0
JT000829,1,3237
JT000830,1,1981
JT000831,1,2134
JT000832,1,2133
JT000833,1,2039
JT000834,1,3174
JT000835,1,1847
JT000836,0,0
JT000837,0,0
JT000838,0,0
JT000839,0,0
JT000840,1,1796
JT000841,1,2150
JT000842,1,2219
JT000843,1,3064
JT000844,1,3199
JT000845,1,2213
JT000846,0,0
JT000847,1,2637
JT000848,0,0
JT000849,0,0
JT000850,0,0
JT000851,0,0
JT000852,1,3501
JT000853,0,0
JT000854,1,2276
JT000855,0,0
JT000856,0,0
JT000857,1,2429
JT000858,1,2937
JT000859,0,0
JT000860,0,0
JT000861,1,1948
JT000862,1,2724
JT000863,1,2281
JT000864,0,0
JT000865,0,0
JT000866,1,3011
JT000867,0,0
JT000868,0,0
JT000869,1,1730
JT000870,1,2681
JT000871,1,2793
JT000872,1,2963
JT000873,0,0
JT000874,1,2622
JT000875,0,0
JT000876,1,3274
JT000877,1,3572
JT000878,1,2067
JT000879,1,1527
JT000880,1,2648
JT000881,1,1949
JT000882,1,2395
JT000883,1,2091
JT000884,1,3402
JT000885,1,3250
JT000886,1,2574
JT000887,1,2379
JT000888,1,2837
JT000889,1,2926
JT000890,1,2404
JT000891,1,2391
JT000892,1,3391
JT000893,1,1748
JT000894,1,2851
JT000895,1,2584
JT000896,1,2521
JT000897,1,2686
JT000898,1,2547
JT000899,0,0
JT000900,1,3285
JT000901,0,0
JT000902,0,0
JT000903,1,1609
JT000904,0,0
JT000905,1,2220
JT000906,1,3062
JT000907,0,0
JT000908,1,2820
JT000909,1,2586
JT000910,1,4106
JT000911,1,2293
JT000912,1,2925
JT000913,0,0
JT000914,1,2281
JT000915,1,2089
JT000916,1,2667
JT000917,0,0
JT000918,1,2798
JT000919,1,1946
JT000920,1,2762
JT000921,1,2443
JT000922,1,2317
JT000923,0,0
JT000924,1,3568
JT000925,1,2714
JT000926,0,0
JT000927,1,3997
JT000928,1,3280
JT000929,1,3425
JT000930,0,0
JT000931,1,2618
JT000932,0,0
JT000933,0,0
JT000934,1,1953
JT000935,1,3678
JT000936,1,3085
JT000937,1,2462
JT000938,0,0
JT000939,1,2746
JT000940,0,0
JT000941,1,2983
JT000942,1,2765
JT000943,1,2307
JT000944,1,3113
JT000945,1,1873
JT000946,1,2711
JT000947,1,3636
JT000948,0,0
JT000949,0,0
JT000950,0,0
JT000951,1,3204
JT000952,1,2026
JT000953,1,2448
JT000954,1,2840
JT000955,0,0
JT000956,1,3556
JT000957,1,2249
JT000958,1,2389
JT000959,0,0
JT000960,1,1597
JT000961,1,2774
JT000962,1,3432
JT000963,0,0
JT000964,1,2493
JT000965,0,0
JT000966,1,2419
JT000967,1,2338
JT000968,0,0
JT000969,1,2456
JT000970,0,0
JT000971,1,2691
JT000972,1,2168
JT000973,1,2111
JT000974,1,3489
JT000975,1,1761
JT000976,1,2973
JT000977,0,0
JT000978,1,3468
JT000979,0,0
JT000980,0,0
JT000981,1,1900
JT000982,1,2630
JT000983,1,3073
JT000984,0,0
JT000985,1,2549
JT000986,1,1735
JT000987,1,2819
JT000988,1,2402
JT000989,0,0
JT000990,1,2550
JT000991,1,3435
JT000992,1,2316
JT000993,0,0
JT000994,1,2048
JT000995,1,2442
JT000996,1,1609
JT000997,1,2599
JT000998,1,2341
JT000999,0,0
JT001000,0,0
JT001001,1,2824
JT001002,1,2303
JT001003,1,3302
JT001004,0,0
JT001005,1,2423
JT001006,1,3010
JT001007,0,0
JT001008,0,0
JT001009,1,3272
JT001010,1,1783
JT001011,1,3279
JT001012,0,0
JT001013,1,2619
JT001014,0,0
JT001015,1,2346
JT001016,0,0
JT001017,1,2309
JT001018,1,2538
JT001019,1,2225
JT001020,0,0
JT001021,1,2688
JT001022,1,2198
JT001023,1,3425
JT001024,0,0
JT001025,0,0
JT001026,1,2867
JT001027,0,0
JT001028,1,3029
JT001029,1,2632
JT001030,1,1841
JT001031,1,2512
JT001032,1,2135
JT001033,1,3390
JT001034,0,0
JT001035,1,2689
JT001036,1,2985
JT001037,1,2663
JT001038,0,0
JT001039,0,0
JT001040,0,0
JT001041,0,0
JT001042,1,2878
JT001043,0,0
JT001044,0,0
JT001045,1,2659
JT001046,0,0
JT001047,1,3252
JT001048,0,0
JT001049,1,2189
JT001050,1,2777
JT001051,1,2909
JT001052,0,0
JT001053,1,1905
JT001054,0,0
JT001055,1,2569
JT001056,1,3640
JT001057,1,2365
JT001058,1,3018
JT001059,1,2614
JT001060,1,2305
JT001061,0,0
JT001062,1,3780
JT001063,0,0
JT001064,0,0
JT001065,1,1947
JT001066,1,1653
JT001067,1,2043
JT001068,1,2918
JT001069,1,2673
JT001070,1,1382
JT001071,0,0
JT001072,0,0
JT001073,1,2913
JT001074,1,3118
JT001075,0,0
JT001076,1,2515
JT001077,0,0
JT001078,0,0
JT001079,0,0
JT001080,1,2910
JT001081,1,2531
JT001082,1,2402
JT001083,1,3171
JT001084,1,2732
JT001085,1,3116
JT001086,0,0
JT001087,0,0
JT001088,0,0
JT001089,1,2650
JT001090,0,0
JT001091,0,0
JT001092,0,0
JT001093,1,3128
JT001094,1,1446
JT001095,0,0
JT001096,1,2183
JT001097,0,0
JT001098,0,0
JT001099,1,2519
JT001100,0,0
JT001101,0,0
JT001102,1,2212
JT001103,1,1442
JT001104,1,1754
JT001105,0,0
JT001106,0,0
JT001107,1,1272
JT001108,1,1918
JT001109,1,3815
JT001110,1,2552
JT001111,0,0
JT001112,0,0
JT001113,1,1908
JT001114,1,2909
JT001115,0,0
JT001116,1,2517
JT001117,0,0
JT001118,1,1937
JT001119,1,2983
JT001120,1,2394
JT001121,1,2968
JT001122,1,1638
JT001123,0,0
JT001124,0,0
JT001125,1,2185
JT001126,1,3094
JT001127,0,0
JT001128,1,1939
JT001129,1,2426
JT001130,1,2396
JT001131,1,2835
JT001132,0,0
JT001133,1,3550
JT001134,0,0
JT001135,1,2266
JT001136,0,0
JT001137,1,1849
JT001138,0,0
JT001139,1,2169
JT001140,0,0
JT001141,0,0
JT001142,1,2596
JT001143,1,1844
JT001144,0,0
JT001145,1,2193
JT001146,0,0
JT001147,1,2700
JT001148,1,2493
JT001149,1,2770
JT001150,0,0
JT001151,1,3199
JT001152,1,3317
JT001153,1,3108
JT001154,1,3536
JT001155,0,0
JT001156,1,2957
JT001157,1,2820
JT001158,1,2730
JT001159,1,2324
JT001160,0,0
JT001161,1,2026
JT001162,0,0
JT001163,0,0
JT001164,1,2233
JT001165,1,1562
JT001166,1,3114
JT001167,1,2934
JT001168,0,0
JT001169,0,0
JT001170,0,0
JT001171,1,2040
JT001172,0,0
JT001173,1,2944
JT001174,1,1629
JT001175,0,0
JT001176,1,2207
JT001177,1,2420
JT001178,1,3313
JT001179,1,2155
JT001180,1,2857
JT001181,1,2638
JT001182,1,2423
JT001183,0,0
JT001184,0,0
JT001185,1,2809
JT001186,0,0
JT001187,1,2259
JT001188,1,3270
JT001189,1,2701
JT001190,0,0
JT001191,1,3110
JT001192,1,2138
JT001193,1,1867
JT001194,1,2852
JT001195,1,2103
JT001196,1,2281
JT001197,1,2595
JT001198,1,2594
JT001199,1,1797
JT001200,0,0
JT001201,1,2992
JT001202,1,2344
JT001203,0,0
JT001204,0,0
JT001205,0,0
JT001206,1,2880
JT001207,1,2673
JT001208,1,3766
JT001209,1,3785
JT001210,1,2169
JT001211,1,1954
JT001212,1,3042
JT001213,1,3340
JT001214,1,2058
JT001215,1,3908
JT001216,1,3041
JT001217,1,2745
JT001218,1,2803
JT001219,1,2901
JT001220,0,0
JT001221,1,2505
JT001222,1,2495
JT001223,1,2804
JT001224,0,0
JT001225,1,2512
JT001226,1,2288
JT001227,1,3028
JT001228,1,3414
JT001229,0,0
JT001230,1,2984
JT001231,1,2210
JT001232,1,3450
JT001233,1,3111
JT001234,1,2548
JT001235,0,0
JT001236,0,0
JT001237,1,2316
JT001238,1,3604
JT001239,1,2522
JT001240,0,0
JT001241,1,3561
JT001242,1,3526
JT001243,0,0
JT001244,1,3857
JT001245,0,0
JT001246,1,2569
JT001247,1,3271
JT001248,1,2521
JT001249,1,3434
JT001250,0,0
JT001251,0,0
JT001252,1,2071
JT001253,1,3399
JT001254,1,2002
JT001255,0,0
JT001256,0,0
JT001257,0,0
JT001258,1,2603
JT001259,1,2720
JT001260,1,2692
JT001261,1,2973
JT001262,0,0
JT001263,1,2733
JT001264,0,0
JT001265,0,0
JT001266,1,3345
JT001267,1,2313
JT001268,0,0
JT001269,1,2048
JT001270,1,2382
JT001271,1,3232
JT001272,1,3769
JT001273,0,0
JT001274,1,2414
JT001275,1,2828
JT001276,0,0
JT001277,1,3038
JT001278,1,2652
JT001279,1,3053
JT001280,1,3024
JT001281,1,2743
JT001282,0,0
JT001283,1,2795
JT001284,1,3522
JT001285,0,0
JT001286,1,3252
JT001287,1,2860
JT001288,1,3372
JT001289,1,2144
JT001290,1,2334
JT001291,1,3671
JT001292,1,2972
JT001293,0,0
JT001294,1,3150
JT001295,1,2841
JT001296,0,0
JT001297,1,3943
JT001298,0,0
JT001299,1,2801
JT001300,1,2802
JT001301,1,2991
JT001302,1,2850
JT001303,1,3263
JT001304,0,0
JT001305,1,1939
JT001306,1,2161
JT001307,1,2101
JT001308,0,0
JT001309,1,3124
JT001310,1,2377
JT001311,0,0
JT001312,1,2432
JT001313,0,0
JT001314,1,2900
JT001315,0,0
JT001316,0,0
JT001317,1,1918
JT001318,1,2674
JT001319,0,0
JT001320,1,2297
JT001321,1,2654
JT001322,1,1838
JT001323,1,3117
JT001324,0,0
JT001325,0,0
JT001326,0,0
JT001327,1,1876
JT001328,1,3474
JT001329,0,0
JT001330,1,2828
JT001331,1,2736
JT001332,0,0
JT001333,0,0
JT001334,0,0
JT001335,1,2191
JT001336,0,0
JT001337,0,0
JT001338,1,2656
JT001339,1,2484
JT001340,1,1846
JT001341,1,2941
JT001342,1,2647
JT001343,1,3298
JT001344,1,3016
JT001345,1,1997
JT001346,1,1665
JT001347,0,0
JT001348,1,2778
JT001349,1,2694
JT001350,1,3103
JT001351,1,1803
JT001352,1,2020
JT001353,0,0
JT001354,1,2030
JT001355,0,0
JT001356,1,3087
JT001357,1,2846
JT001358,0,0
JT001359,1,2407
JT001360,1,2383
JT001361,0,0
JT001362,1,2394
JT001363,1,2958
JT001364,0,0
JT001365,0,0
JT001366,1,3743
JT001367,0,0
JT001368,1,2275
JT001369,1,2274
JT001370,1,2511
JT001371,0,0
JT001372,0,0
JT001373,1,3144
JT001374,0,0
JT001375,1,2104
JT001376,0,0
JT001377,1,3395
JT001378,1,2895
JT001379,0,0
JT001380,1,2443
JT001381,1,3281
JT001382,1,3333
JT001383,1,2772
JT001384,0,0
JT001385,0,0
JT001386,1,1818
JT001387,0,0
JT001388,0,0
JT001389,0,0
JT001390,1,3237
JT001391,0,0
JT001392,0,0
JT001393,0,0
JT001394,1,2637
JT001395,1,2414
JT001396,1,3453
JT001397,1,2330
JT001398,1,3100
JT001399,0,0
JT001400,1,2344
JT001401,1,2218
JT001402,0,0
JT001403,1,2559
JT001404,1,2924
JT001405,1,2980
JT001406,1,3666
JT001407,0,0
JT001408,1,2821
JT001409,1,2474
JT001410,1,3431
JT001411,0,0
JT001412,0,0
JT001413,1,3015
JT001414,1,2673
JT001415,1,1547
JT001416,0,0
JT001417,1,2632
JT001418,1,2305
JT001419,1,2696
JT001420,1,2393
JT001421,0,0
JT001422,1,3135
JT001423,0,0
JT001424,1,2112
JT001425,1,3103
JT001426,1,1641
JT001427,1,2749
JT001428,1,2973
JT001429,0,0
JT001430,1,2535
JT001431,1,3155
JT001432,1,2366
JT001433,1,1953
JT001434,0,0
JT001435,0,0
JT001436,0,0
JT001437,0,0
JT001438,1,2282
JT001439,0,0
JT001440,1,3310
JT001441,0,0
JT001442,0,0
JT001443,0,0
JT001444,1,2695
