state,year,treated,adopt_year,event_time,teen_employment_rate,true_effect,post_adoption,state_fe,state_slope,common_trend,y0,teen_employment_rate_s1
4,2001,1,2006,-5,54.244587,0,0,-.73566782,-.044220753,.079999998,54.244587,54.354588
4,2002,1,2006,-4,53.971016,0,0,-.73566782,-.044220753,.16,53.971016,54.191017
4,2003,1,2006,-3,55.222736,0,0,-.73566782,-.044220753,.23999999,55.222736,55.552738
4,2004,1,2006,-2,54.372936,0,0,-.73566782,-.044220753,.31999999,54.372936,54.812935
4,2005,1,2006,-1,55.231426,0,0,-.73566782,-.044220753,.40000001,55.231426,55.781425
4,2006,1,2006,0,54.599716,-.25,1,-.73566782,-.044220753,.47999999,54.849716,55.259716
4,2007,1,2006,1,54.21051,-.5,1,-.73566782,-.044220753,.56,54.71051,54.980511
4,2008,1,2006,2,53.033962,-.75,1,-.73566782,-.044220753,.63999999,53.783962,53.913963
4,2009,1,2006,3,54.680183,-1,1,-.73566782,-.044220753,.72000003,55.680183,55.670185
4,2010,1,2006,4,52.360641,-1,1,-.73566782,-.044220753,.80000001,53.360641,53.46064
4,2011,1,2006,5,53.807915,-1,1,-.73566782,-.044220753,.88,54.807915,55.017914
4,2012,1,2006,6,54.276978,-1,1,-.73566782,-.044220753,.95999998,55.276978,55.596977
4,2013,1,2006,7,53.912868,-1,1,-.73566782,-.044220753,1.04,54.912868,55.342869
4,2014,1,2006,8,53.166943,-1,1,-.73566782,-.044220753,1.12,54.166943,54.706944
4,2015,1,2006,9,53.70639,-1,1,-.73566782,-.044220753,1.2,54.70639,55.356392
4,2016,1,2006,10,53.767761,-1,1,-.73566782,-.044220753,1.28,54.767761,55.52776
4,2017,1,2006,11,54.308243,-1,1,-.73566782,-.044220753,1.36,55.308243,56.178242
4,2018,1,2006,12,54.259434,-1,1,-.73566782,-.044220753,1.4400001,55.259434,56.239433
4,2019,1,2006,13,53.33783,-1,1,-.73566782,-.044220753,1.52,54.33783,55.42783
5,2000,1,2007,-7,57.608212,0,0,3.1038251,-.012443913,0,57.608212,57.608212
5,2001,1,2007,-6,57.882607,0,0,3.1038251,-.012443913,.079999998,57.882607,57.992607
5,2002,1,2007,-5,56.973701,0,0,3.1038251,-.012443913,.16,56.973701,57.193703
5,2003,1,2007,-4,59.527653,0,0,3.1038251,-.012443913,.23999999,59.527653,59.857655
5,2004,1,2007,-3,59.261974,0,0,3.1038251,-.012443913,.31999999,59.261974,59.701973
5,2005,1,2007,-2,58.431705,0,0,3.1038251,-.012443913,.40000001,58.431705,58.981705
5,2006,1,2007,-1,59.17189,0,0,3.1038251,-.012443913,.47999999,59.17189,59.83189
5,2007,1,2007,0,57.936756,-.25,1,3.1038251,-.012443913,.56,58.186756,58.706757
5,2008,1,2007,1,58.783787,-.5,1,3.1038251,-.012443913,.63999999,59.283787,59.663788
5,2009,1,2007,2,58.161098,-.75,1,3.1038251,-.012443913,.72000003,58.911098,59.1511
5,2010,1,2007,3,58.165218,-1,1,3.1038251,-.012443913,.80000001,59.165218,59.265217
5,2011,1,2007,4,57.842754,-1,1,3.1038251,-.012443913,.88,58.842754,59.052753
5,2012,1,2007,5,58.091591,-1,1,3.1038251,-.012443913,.95999998,59.091591,59.411591
5,2013,1,2007,6,57.972233,-1,1,3.1038251,-.012443913,1.04,58.972233,59.402233
5,2014,1,2007,7,58.625824,-1,1,3.1038251,-.012443913,1.12,59.625824,60.165825
5,2015,1,2007,8,58.974503,-1,1,3.1038251,-.012443913,1.2,59.974503,60.624504
5,2016,1,2007,9,59.733074,-1,1,3.1038251,-.012443913,1.28,60.733074,61.493073
5,2017,1,2007,10,58.029469,-1,1,3.1038251,-.012443913,1.36,59.029469,59.899467
5,2018,1,2007,11,57.896004,-1,1,3.1038251,-.012443913,1.4400001,58.896004,59.876003
5,2019,1,2007,12,58.58934,-1,1,3.1038251,-.012443913,1.52,59.58934,60.67934
6,2000,1,2007,-7,54.82843,0,0,.11843202,-.011270765,0,54.82843,54.82843
6,2001,1,2007,-6,55.505852,0,0,.11843202,-.011270765,.079999998,55.505852,55.615852
6,2002,1,2007,-5,56.046303,0,0,.11843202,-.011270765,.16,56.046303,56.266304
6,2003,1,2007,-4,55.45359,0,0,.11843202,-.011270765,.23999999,55.45359,55.783592
6,2004,1,2007,-3,55.538731,0,0,.11843202,-.011270765,.31999999,55.538731,55.978729
6,2005,1,2007,-2,55.945782,0,0,.11843202,-.011270765,.40000001,55.945782,56.495781
6,2006,1,2007,-1,56.176277,0,0,.11843202,-.011270765,.47999999,56.176277,56.836277
6,2007,1,2007,0,56.07486,-.25,1,.11843202,-.011270765,.56,56.32486,56.84486
6,2008,1,2007,1,55.971134,-.5,1,.11843202,-.011270765,.63999999,56.471134,56.851135
6,2009,1,2007,2,54.925026,-.75,1,.11843202,-.011270765,.72000003,55.675026,55.915028
6,2010,1,2007,3,55.055458,-1,1,.11843202,-.011270765,.80000001,56.055458,56.155457
6,2011,1,2007,4,55.234138,-1,1,.11843202,-.011270765,.88,56.234138,56.444138
6,2012,1,2007,5,54.439548,-1,1,.11843202,-.011270765,.95999998,55.439548,55.759548
6,2013,1,2007,6,55.126728,-1,1,.11843202,-.011270765,1.04,56.126728,56.556728
6,2014,1,2007,7,55.405159,-1,1,.11843202,-.011270765,1.12,56.405159,56.94516
6,2015,1,2007,8,55.159668,-1,1,.11843202,-.011270765,1.2,56.159668,56.809669
6,2016,1,2007,9,55.765343,-1,1,.11843202,-.011270765,1.28,56.765343,57.525341
6,2017,1,2007,10,55.352856,-1,1,.11843202,-.011270765,1.36,56.352856,57.222855
6,2018,1,2007,11,55.189266,-1,1,.11843202,-.011270765,1.4400001,56.189266,57.169266
6,2019,1,2007,12,55.232872,-1,1,.11843202,-.011270765,1.52,56.232872,57.322872
7,2000,1,2007,-7,55.44175,0,0,.20730652,.011886403,0,55.44175,55.44175
7,2001,1,2007,-6,55.841545,0,0,.20730652,.011886403,.079999998,55.841545,55.951546
7,2002,1,2007,-5,56.192722,0,0,.20730652,.011886403,.16,56.192722,56.412724
7,2003,1,2007,-4,55.680344,0,0,.20730652,.011886403,.23999999,55.680344,56.010345
7,2004,1,2007,-3,55.019192,0,0,.20730652,.011886403,.31999999,55.019192,55.45919
7,2005,1,2007,-2,54.851612,0,0,.20730652,.011886403,.40000001,54.851612,55.401611
7,2006,1,2007,-1,55.790199,0,0,.20730652,.011886403,.47999999,55.790199,56.450199
7,2007,1,2007,0,55.538647,-.25,1,.20730652,.011886403,.56,55.788647,56.308647
7,2008,1,2007,1,55.06995,-.5,1,.20730652,.011886403,.63999999,55.56995,55.949951
7,2009,1,2007,2,54.818192,-.75,1,.20730652,.011886403,.72000003,55.568192,55.808193
7,2010,1,2007,3,54.416115,-1,1,.20730652,.011886403,.80000001,55.416115,55.516113
7,2011,1,2007,4,55.245953,-1,1,.20730652,.011886403,.88,56.245953,56.455952
7,2012,1,2007,5,54.314888,-1,1,.20730652,.011886403,.95999998,55.314888,55.634888
7,2013,1,2007,6,55.397449,-1,1,.20730652,.011886403,1.04,56.397449,56.82745
7,2014,1,2007,7,54.579739,-1,1,.20730652,.011886403,1.12,55.579739,56.11974
7,2015,1,2007,8,55.922985,-1,1,.20730652,.011886403,1.2,56.922985,57.572987
7,2016,1,2007,9,56.487072,-1,1,.20730652,.011886403,1.28,57.487072,58.24707
7,2017,1,2007,10,55.673775,-1,1,.20730652,.011886403,1.36,56.673775,57.543774
7,2018,1,2007,11,55.994034,-1,1,.20730652,.011886403,1.4400001,56.994034,57.974033
7,2019,1,2007,12,55.245209,-1,1,.20730652,.011886403,1.52,56.245209,57.335209
8,2000,1,2007,-7,53.5532,0,0,-1.6452661,-.015362507,0,53.5532,53.5532
8,2001,1,2007,-6,52.375298,0,0,-1.6452661,-.015362507,.079999998,52.375298,52.485298
8,2002,1,2007,-5,53.336197,0,0,-1.6452661,-.015362507,.16,53.336197,53.556198
8,2003,1,2007,-4,53.034801,0,0,-1.6452661,-.015362507,.23999999,53.034801,53.364803
8,2004,1,2007,-3,54.001331,0,0,-1.6452661,-.015362507,.31999999,54.001331,54.44133
8,2005,1,2007,-2,53.445808,0,0,-1.6452661,-.015362507,.40000001,53.445808,53.995808
8,2006,1,2007,-1,54.256672,0,0,-1.6452661,-.015362507,.47999999,54.256672,54.916672
8,2007,1,2007,0,52.58514,-.25,1,-1.6452661,-.015362507,.56,52.83514,53.355141
8,2008,1,2007,1,53.420681,-.5,1,-1.6452661,-.015362507,.63999999,53.920681,54.300682
8,2009,1,2007,2,53.159615,-.75,1,-1.6452661,-.015362507,.72000003,53.909615,54.149616
8,2010,1,2007,3,52.826515,-1,1,-1.6452661,-.015362507,.80000001,53.826515,53.926514
8,2011,1,2007,4,52.60424,-1,1,-1.6452661,-.015362507,.88,53.60424,53.81424
8,2012,1,2007,5,53.967339,-1,1,-1.6452661,-.015362507,.95999998,54.967339,55.287338
8,2013,1,2007,6,53.459972,-1,1,-1.6452661,-.015362507,1.04,54.459972,54.889973
8,2014,1,2007,7,53.190201,-1,1,-1.6452661,-.015362507,1.12,54.190201,54.730202
8,2015,1,2007,8,53.429119,-1,1,-1.6452661,-.015362507,1.2,54.429119,55.079121
8,2016,1,2007,9,53.41259,-1,1,-1.6452661,-.015362507,1.28,54.41259,55.172588
8,2017,1,2007,10,52.953678,-1,1,-1.6452661,-.015362507,1.36,53.953678,54.823677
8,2018,1,2007,11,53.752506,-1,1,-1.6452661,-.015362507,1.4400001,54.752506,55.732506
8,2019,1,2007,12,53.91922,-1,1,-1.6452661,-.015362507,1.52,54.91922,56.00922
9,2000,1,2008,-8,52.424549,0,0,-2.1741831,-.014834072,0,52.424549,52.424549
9,2001,1,2008,-7,53.674049,0,0,-2.1741831,-.014834072,.079999998,53.674049,53.78405
9,2002,1,2008,-6,52.881161,0,0,-2.1741831,-.014834072,.16,52.881161,53.101162
9,2003,1,2008,-5,53.714382,0,0,-2.1741831,-.014834072,.23999999,53.714382,54.044384
9,2004,1,2008,-4,53.667259,0,0,-2.1741831,-.014834072,.31999999,53.667259,54.107258
9,2005,1,2008,-3,52.936958,0,0,-2.1741831,-.014834072,.40000001,52.936958,53.486958
9,2006,1,2008,-2,53.677338,0,0,-2.1741831,-.014834072,.47999999,53.677338,54.337337
9,2007,1,2008,-1,53.754135,0,0,-2.1741831,-.014834072,.56,53.754135,54.524136
9,2008,1,2008,0,53.016651,-.25,1,-2.1741831,-.014834072,.63999999,53.266651,53.896652
9,2009,1,2008,1,53.588306,-.5,1,-2.1741831,-.014834072,.72000003,54.088306,54.578308
9,2010,1,2008,2,52.292145,-.75,1,-2.1741831,-.014834072,.80000001,53.042145,53.392143
9,2011,1,2008,3,52.984993,-1,1,-2.1741831,-.014834072,.88,53.984993,54.194992
9,2012,1,2008,4,51.36657,-1,1,-2.1741831,-.014834072,.95999998,52.36657,52.686569
9,2013,1,2008,5,52.905201,-1,1,-2.1741831,-.014834072,1.04,53.905201,54.335201
9,2014,1,2008,6,53.757626,-1,1,-2.1741831,-.014834072,1.12,54.757626,55.297626
9,2015,1,2008,7,53.08828,-1,1,-2.1741831,-.014834072,1.2,54.08828,54.738281
9,2016,1,2008,8,52.938534,-1,1,-2.1741831,-.014834072,1.28,53.938534,54.698532
9,2017,1,2008,9,53.37167,-1,1,-2.1741831,-.014834072,1.36,54.37167,55.241669
9,2018,1,2008,10,52.625069,-1,1,-2.1741831,-.014834072,1.4400001,53.625069,54.605068
9,2019,1,2008,11,53.215141,-1,1,-2.1741831,-.014834072,1.52,54.215141,55.305141
10,2000,1,2008,-8,55.626553,0,0,1.9736128,-.0028567605,0,55.626553,55.626553
10,2001,1,2008,-7,56.054794,0,0,1.9736128,-.0028567605,.079999998,56.054794,56.164795
10,2002,1,2008,-6,57.143925,0,0,1.9736128,-.0028567605,.16,57.143925,57.363926
10,2003,1,2008,-5,57.904053,0,0,1.9736128,-.0028567605,.23999999,57.904053,58.234055
10,2004,1,2008,-4,58.169506,0,0,1.9736128,-.0028567605,.31999999,58.169506,58.609505
10,2005,1,2008,-3,57.385929,0,0,1.9736128,-.0028567605,.40000001,57.385929,57.935928
10,2006,1,2008,-2,57.371239,0,0,1.9736128,-.0028567605,.47999999,57.371239,58.031239
10,2007,1,2008,-1,56.960205,0,0,1.9736128,-.0028567605,.56,56.960205,57.730206
10,2008,1,2008,0,56.886242,-.25,1,1.9736128,-.0028567605,.63999999,57.136242,57.766243
10,2009,1,2008,1,57.190636,-.5,1,1.9736128,-.0028567605,.72000003,57.690636,58.180637
10,2010,1,2008,2,56.382923,-.75,1,1.9736128,-.0028567605,.80000001,57.132923,57.482922
10,2011,1,2008,3,56.074944,-1,1,1.9736128,-.0028567605,.88,57.074944,57.284943
10,2012,1,2008,4,55.863777,-1,1,1.9736128,-.0028567605,.95999998,56.863777,57.183777
10,2013,1,2008,5,56.965107,-1,1,1.9736128,-.0028567605,1.04,57.965107,58.395107
10,2014,1,2008,6,56.688938,-1,1,1.9736128,-.0028567605,1.12,57.688938,58.228939
10,2015,1,2008,7,56.638363,-1,1,1.9736128,-.0028567605,1.2,57.638363,58.288364
10,2016,1,2008,8,56.946308,-1,1,1.9736128,-.0028567605,1.28,57.946308,58.706306
10,2017,1,2008,9,57.029221,-1,1,1.9736128,-.0028567605,1.36,58.029221,58.89922
10,2018,1,2008,10,57.741608,-1,1,1.9736128,-.0028567605,1.4400001,58.741608,59.721607
10,2019,1,2008,11,57.526478,-1,1,1.9736128,-.0028567605,1.52,58.526478,59.616478
11,2000,1,2008,-8,54.964527,0,0,.67251271,.018846156,0,54.964527,54.964527
11,2001,1,2008,-7,55.936676,0,0,.67251271,.018846156,.079999998,55.936676,56.046677
11,2002,1,2008,-6,55.799076,0,0,.67251271,.018846156,.16,55.799076,56.019077
11,2003,1,2008,-5,56.2575,0,0,.67251271,.018846156,.23999999,56.2575,56.587502
11,2004,1,2008,-4,55.803692,0,0,.67251271,.018846156,.31999999,55.803692,56.24369
11,2005,1,2008,-3,55.896523,0,0,.67251271,.018846156,.40000001,55.896523,56.446522
11,2006,1,2008,-2,55.224876,0,0,.67251271,.018846156,.47999999,55.224876,55.884876
11,2007,1,2008,-1,56.333931,0,0,.67251271,.018846156,.56,56.333931,57.103931
11,2008,1,2008,0,55.75639,-.25,1,.67251271,.018846156,.63999999,56.00639,56.636391
11,2009,1,2008,1,56.530605,-.5,1,.67251271,.018846156,.72000003,57.030605,57.520607
11,2010,1,2008,2,55.942005,-.75,1,.67251271,.018846156,.80000001,56.692005,57.042004
11,2011,1,2008,3,56.952381,-1,1,.67251271,.018846156,.88,57.952381,58.16238
11,2012,1,2008,4,56.186035,-1,1,.67251271,.018846156,.95999998,57.186035,57.506035
11,2013,1,2008,5,55.432171,-1,1,.67251271,.018846156,1.04,56.432171,56.862171
11,2014,1,2008,6,55.491348,-1,1,.67251271,.018846156,1.12,56.491348,57.031349
11,2015,1,2008,7,56.869282,-1,1,.67251271,.018846156,1.2,57.869282,58.519283
11,2016,1,2008,8,56.328754,-1,1,.67251271,.018846156,1.28,57.328754,58.088753
11,2017,1,2008,9,56.469528,-1,1,.67251271,.018846156,1.36,57.469528,58.339527
11,2018,1,2008,10,57.321999,-1,1,.67251271,.018846156,1.4400001,58.321999,59.301998
11,2019,1,2008,11,56.289265,-1,1,.67251271,.018846156,1.52,57.289265,58.379265
12,2000,1,2008,-8,55.547619,0,0,.54135299,-.01223193,0,55.547619,55.547619
12,2001,1,2008,-7,55.667725,0,0,.54135299,-.01223193,.079999998,55.667725,55.777725
12,2002,1,2008,-6,55.74754,0,0,.54135299,-.01223193,.16,55.74754,55.967541
12,2003,1,2008,-5,56.171307,0,0,.54135299,-.01223193,.23999999,56.171307,56.501308
12,2004,1,2008,-4,56.445911,0,0,.54135299,-.01223193,.31999999,56.445911,56.88591
12,2005,1,2008,-3,55.269264,0,0,.54135299,-.01223193,.40000001,55.269264,55.819263
12,2006,1,2008,-2,56.662571,0,0,.54135299,-.01223193,.47999999,56.662571,57.322571
12,2007,1,2008,-1,56.233559,0,0,.54135299,-.01223193,.56,56.233559,57.003559
12,2008,1,2008,0,55.941063,-.25,1,.54135299,-.01223193,.63999999,56.191063,56.821064
12,2009,1,2008,1,55.090446,-.5,1,.54135299,-.01223193,.72000003,55.590446,56.080448
12,2010,1,2008,2,55.7117,-.75,1,.54135299,-.01223193,.80000001,56.4617,56.811699
12,2011,1,2008,3,55.814808,-1,1,.54135299,-.01223193,.88,56.814808,57.024807
12,2012,1,2008,4,56.062553,-1,1,.54135299,-.01223193,.95999998,57.062553,57.382553
12,2013,1,2008,5,55.497749,-1,1,.54135299,-.01223193,1.04,56.497749,56.92775
12,2014,1,2008,6,55.596199,-1,1,.54135299,-.01223193,1.12,56.596199,57.1362
12,2015,1,2008,7,56.032944,-1,1,.54135299,-.01223193,1.2,57.032944,57.682945
12,2016,1,2008,8,56.562519,-1,1,.54135299,-.01223193,1.28,57.562519,58.322517
12,2017,1,2008,9,56.614418,-1,1,.54135299,-.01223193,1.36,57.614418,58.484417
12,2018,1,2008,10,56.018646,-1,1,.54135299,-.01223193,1.4400001,57.018646,57.998646
12,2019,1,2008,11,56.411976,-1,1,.54135299,-.01223193,1.52,57.411976,58.501976
13,2000,1,2009,-9,54.371178,0,0,-.27829552,.020678133,0,54.371178,54.371178
13,2001,1,2009,-8,54.822369,0,0,-.27829552,.020678133,.079999998,54.822369,54.932369
13,2002,1,2009,-7,54.31826,0,0,-.27829552,.020678133,.16,54.31826,54.538261
13,2003,1,2009,-6,54.896152,0,0,-.27829552,.020678133,.23999999,54.896152,55.226154
13,2004,1,2009,-5,55.682243,0,0,-.27829552,.020678133,.31999999,55.682243,56.122242
13,2005,1,2009,-4,55.086586,0,0,-.27829552,.020678133,.40000001,55.086586,55.636585
13,2006,1,2009,-3,55.011448,0,0,-.27829552,.020678133,.47999999,55.011448,55.671448
13,2007,1,2009,-2,55.017853,0,0,-.27829552,.020678133,.56,55.017853,55.787853
13,2008,1,2009,-1,55.511349,0,0,-.27829552,.020678133,.63999999,55.511349,56.39135
13,2009,1,2009,0,55.007256,-.25,1,-.27829552,.020678133,.72000003,55.257256,55.997257
13,2010,1,2009,1,55.439095,-.5,1,-.27829552,.020678133,.80000001,55.939095,56.539093
13,2011,1,2009,2,55.178043,-.75,1,-.27829552,.020678133,.88,55.928043,56.388042
13,2012,1,2009,3,55.295853,-1,1,-.27829552,.020678133,.95999998,56.295853,56.615852
13,2013,1,2009,4,55.252335,-1,1,-.27829552,.020678133,1.04,56.252335,56.682335
13,2014,1,2009,5,55.712421,-1,1,-.27829552,.020678133,1.12,56.712421,57.252422
13,2015,1,2009,6,55.632504,-1,1,-.27829552,.020678133,1.2,56.632504,57.282505
13,2016,1,2009,7,55.178089,-1,1,-.27829552,.020678133,1.28,56.178089,56.938087
13,2017,1,2009,8,55.469532,-1,1,-.27829552,.020678133,1.36,56.469532,57.339531
13,2018,1,2009,9,55.009037,-1,1,-.27829552,.020678133,1.4400001,56.009037,56.989037
13,2019,1,2009,10,56.035324,-1,1,-.27829552,.020678133,1.52,57.035324,58.125324
14,2000,1,2009,-9,56.304642,0,0,1.0601963,-.033512406,0,56.304642,56.304642
14,2001,1,2009,-8,55.939281,0,0,1.0601963,-.033512406,.079999998,55.939281,56.049282
14,2002,1,2009,-7,56.099422,0,0,1.0601963,-.033512406,.16,56.099422,56.319424
14,2003,1,2009,-6,56.103455,0,0,1.0601963,-.033512406,.23999999,56.103455,56.433456
14,2004,1,2009,-5,56.237251,0,0,1.0601963,-.033512406,.31999999,56.237251,56.67725
14,2005,1,2009,-4,55.423454,0,0,1.0601963,-.033512406,.40000001,55.423454,55.973454
14,2006,1,2009,-3,56.1082,0,0,1.0601963,-.033512406,.47999999,56.1082,56.7682
14,2007,1,2009,-2,56.400631,0,0,1.0601963,-.033512406,.56,56.400631,57.170631
14,2008,1,2009,-1,57.73283,0,0,1.0601963,-.033512406,.63999999,57.73283,58.612831
14,2009,1,2009,0,56.166203,-.25,1,1.0601963,-.033512406,.72000003,56.416203,57.156204
14,2010,1,2009,1,55.522987,-.5,1,1.0601963,-.033512406,.80000001,56.022987,56.622986
14,2011,1,2009,2,55.250145,-.75,1,1.0601963,-.033512406,.88,56.000145,56.460144
14,2012,1,2009,3,55.654312,-1,1,1.0601963,-.033512406,.95999998,56.654312,56.974312
14,2013,1,2009,4,55.356224,-1,1,1.0601963,-.033512406,1.04,56.356224,56.786224
14,2014,1,2009,5,55.498482,-1,1,1.0601963,-.033512406,1.12,56.498482,57.038483
14,2015,1,2009,6,55.818611,-1,1,1.0601963,-.033512406,1.2,56.818611,57.468613
14,2016,1,2009,7,56.442993,-1,1,1.0601963,-.033512406,1.28,57.442993,58.202991
14,2017,1,2009,8,55.681763,-1,1,1.0601963,-.033512406,1.36,56.681763,57.551762
14,2018,1,2009,9,55.783009,-1,1,1.0601963,-.033512406,1.4400001,56.783009,57.763008
14,2019,1,2009,10,56.77689,-1,1,1.0601963,-.033512406,1.52,57.77689,58.86689
15,2000,1,2009,-9,56.684429,0,0,1.1893643,-.0036615296,0,56.684429,56.684429
15,2001,1,2009,-8,56.468987,0,0,1.1893643,-.0036615296,.079999998,56.468987,56.578987
15,2002,1,2009,-7,55.455097,0,0,1.1893643,-.0036615296,.16,55.455097,55.675098
15,2003,1,2009,-6,56.954285,0,0,1.1893643,-.0036615296,.23999999,56.954285,57.284286
15,2004,1,2009,-5,56.822807,0,0,1.1893643,-.0036615296,.31999999,56.822807,57.262806
15,2005,1,2009,-4,55.891064,0,0,1.1893643,-.0036615296,.40000001,55.891064,56.441063
15,2006,1,2009,-3,56.57288,0,0,1.1893643,-.0036615296,.47999999,56.57288,57.23288
15,2007,1,2009,-2,57.500317,0,0,1.1893643,-.0036615296,.56,57.500317,58.270317
